2024-10-09 at 19:22:32 | INFO | Configuration loaded:
2024-10-09 at 23:51:35 | ERROR | Error setting up policy users_delete_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:51:35 | ERROR | Error setting up policy preferences_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:51:35 | ERROR | Error setting up policy preferences_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:51:35 | ERROR | Error setting up policy preferences_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:51:35 | ERROR | Error setting up policy preferences_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:51:35 | ERROR | Error setting up policy matches_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:51:35 | ERROR | Error setting up policy matches_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:51:35 | ERROR | Error setting up policy matches_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:51:35 | ERROR | Error setting up policy matches_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:51:35 | ERROR | Error setting up policy service_role_insert: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:53:11 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:53:11 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:53:11 | ERROR | Error in main function: 'coroutine' object has no attribute 'start'
2024-10-09 at 23:53:11 | ERROR | Error setting up policy reports_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:53:11 | ERROR | Error setting up policy reports_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:53:11 | ERROR | Error setting up policy reports_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:53:11 | ERROR | Error setting up policy reports_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:53:11 | ERROR | Error setting up policy users_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:53:11 | ERROR | Error setting up policy users_insert_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:53:11 | ERROR | Error setting up policy users_update_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:53:11 | ERROR | Error setting up policy users_delete_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:53:11 | ERROR | Error setting up policy preferences_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:53:11 | ERROR | Error setting up policy preferences_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:53:11 | ERROR | Error setting up policy preferences_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:53:11 | ERROR | Error setting up policy preferences_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:53:11 | ERROR | Error setting up policy matches_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:53:11 | ERROR | Error setting up policy matches_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:53:11 | ERROR | Error setting up policy matches_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:53:11 | ERROR | Error setting up policy matches_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:53:11 | ERROR | Error setting up policy service_role_insert: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:54:41 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:54:41 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:54:41 | ERROR | Error in main function: 'coroutine' object has no attribute 'start'
2024-10-09 at 23:54:41 | ERROR | Error setting up policy reports_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:54:41 | ERROR | Error setting up policy reports_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:54:41 | ERROR | Error setting up policy reports_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:54:41 | ERROR | Error setting up policy reports_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:54:41 | ERROR | Error setting up policy users_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:54:41 | ERROR | Error setting up policy users_insert_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:54:41 | ERROR | Error setting up policy users_update_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:54:41 | ERROR | Error setting up policy users_delete_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:54:41 | ERROR | Error setting up policy preferences_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:54:41 | ERROR | Error setting up policy preferences_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:54:41 | ERROR | Error setting up policy preferences_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:54:41 | ERROR | Error setting up policy preferences_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:54:41 | ERROR | Error setting up policy matches_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:54:41 | ERROR | Error setting up policy matches_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:54:41 | ERROR | Error setting up policy matches_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:54:41 | ERROR | Error setting up policy matches_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:54:41 | ERROR | Error setting up policy service_role_insert: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:14 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:55:14 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:55:14 | ERROR | Error in main function: 'coroutine' object has no attribute 'start'
2024-10-09 at 23:55:14 | ERROR | Error setting up policy reports_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:14 | ERROR | Error setting up policy reports_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:14 | ERROR | Error setting up policy reports_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:14 | ERROR | Error setting up policy reports_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:14 | ERROR | Error setting up policy users_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:14 | ERROR | Error setting up policy users_insert_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:14 | ERROR | Error setting up policy users_update_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:14 | ERROR | Error setting up policy users_delete_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:14 | ERROR | Error setting up policy preferences_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:14 | ERROR | Error setting up policy preferences_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:14 | ERROR | Error setting up policy preferences_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:14 | ERROR | Error setting up policy preferences_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:14 | ERROR | Error setting up policy matches_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:14 | ERROR | Error setting up policy matches_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:14 | ERROR | Error setting up policy matches_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:14 | ERROR | Error setting up policy matches_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:14 | ERROR | Error setting up policy service_role_insert: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:47 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:55:47 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:55:47 | ERROR | Error in main function: 'coroutine' object has no attribute 'start'
2024-10-09 at 23:55:47 | ERROR | Error setting up policy reports_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:47 | ERROR | Error setting up policy reports_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:47 | ERROR | Error setting up policy reports_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:47 | ERROR | Error setting up policy reports_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:47 | ERROR | Error setting up policy users_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:47 | ERROR | Error setting up policy users_insert_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:47 | ERROR | Error setting up policy users_update_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:47 | ERROR | Error setting up policy users_delete_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:47 | ERROR | Error setting up policy preferences_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:47 | ERROR | Error setting up policy preferences_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:47 | ERROR | Error setting up policy preferences_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:47 | ERROR | Error setting up policy preferences_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:47 | ERROR | Error setting up policy matches_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:47 | ERROR | Error setting up policy matches_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:47 | ERROR | Error setting up policy matches_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:47 | ERROR | Error setting up policy matches_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:55:47 | ERROR | Error setting up policy service_role_insert: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:56:28 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:56:28 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:56:29 | ERROR | Error in main function: Cannot close a running event loop
2024-10-09 at 23:57:07 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:57:07 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:57:08 | ERROR | Error in main function: Cannot close a running event loop
2024-10-09 at 23:57:08 | ERROR | Error setting up policy reports_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:57:08 | ERROR | Error setting up policy users_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:57:54 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:57:54 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:57:56 | ERROR | Error in main function: Cannot close a running event loop
2024-10-09 at 23:57:56 | ERROR | Error setting up policy reports_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:57:56 | ERROR | Error setting up policy users_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:58:45 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:58:45 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:58:46 | ERROR | Error in main function: Cannot close a running event loop
2024-10-09 at 23:58:47 | ERROR | Error setting up policy reports_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:58:47 | ERROR | Error setting up policy users_select_own: object AsyncMock can't be used in 'await' expression
2024-10-10 at 00:00:40 | INFO | Checking for empty user directories to clean up.
2024-10-10 at 00:00:40 | INFO | Starting cleanup of unused media files.
2024-10-10 at 00:00:41 | ERROR | Error in main function: Cannot close a running event loop
2024-10-10 at 00:00:41 | ERROR | Error setting up policy reports_select_own: object AsyncMock can't be used in 'await' expression
2024-10-10 at 00:00:41 | ERROR | Error setting up policy users_select_own: object AsyncMock can't be used in 'await' expression
2024-10-10 at 00:03:09 | INFO | Checking for empty user directories to clean up.
2024-10-10 at 00:04:15 | INFO | Checking for empty user directories to clean up.
2024-10-10 at 00:09:23 | INFO | Checking for empty user directories to clean up.
2024-10-10 at 00:10:47 | INFO | Checking for empty user directories to clean up.
2024-10-10 at 00:10:47 | INFO | Starting cleanup of unused media files.
2024-10-10 at 00:10:48 | ERROR | Error in main function: Cannot close a running event loop
2024-10-10 at 00:16:53 | INFO | Checking for empty user directories to clean up.
2024-10-10 at 00:16:53 | INFO | Starting cleanup of unused media files.
2024-10-10 at 00:16:55 | ERROR | Error in main function: Cannot close a running event loop
2024-10-10 at 00:21:27 | INFO | Checking for empty user directories to clean up.
2024-10-10 at 00:21:27 | INFO | Starting cleanup of unused media files.
2024-10-10 at 00:21:29 | ERROR | Error in main function: Cannot close a running event loop
2024-10-10 at 00:23:42 | INFO | Checking for empty user directories to clean up.
2024-10-10 at 00:23:42 | INFO | Starting cleanup of unused media files.
2024-10-10 at 00:23:43 | ERROR | Error in main function: Cannot close a running event loop
2024-10-10 at 00:25:46 | INFO | Checking for empty user directories to clean up.
2024-10-10 at 00:25:46 | INFO | Starting cleanup of unused media files.
2024-10-10 at 00:25:47 | ERROR | Error in main function: Cannot close a running event loop
2024-10-10 at 00:27:24 | INFO | Checking for empty user directories to clean up.
2024-10-10 at 00:27:24 | INFO | Starting cleanup of unused media files.
2024-10-10 at 00:27:24 | ERROR | Error in execute_sql: object SingleAPIResponse[TypeVar] can't be used in 'await' expression
2024-10-10 at 00:27:25 | ERROR | Error in main function: Cannot close a running event loop
2024-10-10 at 00:27:25 | ERROR | Error in execute_sql: object SingleAPIResponse[TypeVar] can't be used in 'await' expression
2024-10-10 at 00:34:16 | INFO | Checking for empty user directories to clean up.
2024-10-10 at 00:34:17 | INFO | Starting cleanup of unused media files.
2024-10-10 at 00:34:17 | ERROR | Error in execute_sql: object SingleAPIResponse[TypeVar] can't be used in 'await' expression
2024-10-10 at 00:34:18 | ERROR | Error in main function: Cannot close a running event loop
2024-10-10 at 00:34:19 | ERROR | Error in execute_sql: object SingleAPIResponse[TypeVar] can't be used in 'await' expression
2024-10-10 at 00:36:27 | INFO | Checking for empty user directories to clean up.
2024-10-10 at 00:36:27 | INFO | Starting cleanup of unused media files.
2024-10-10 at 00:36:28 | ERROR | Error in execute_sql: object SingleAPIResponse[TypeVar] can't be used in 'await' expression
2024-10-10 at 00:36:30 | ERROR | Error in main function: Cannot close a running event loop
2024-10-10 at 00:36:31 | ERROR | Error in execute_sql: object SingleAPIResponse[TypeVar] can't be used in 'await' expression
2024-10-10 at 00:38:02 | INFO | Checking for empty user directories to clean up.
2024-10-10 at 00:38:02 | INFO | Starting cleanup of unused media files.
2024-10-10 at 00:38:02 | ERROR | Error in execute_sql: object SingleAPIResponse[TypeVar] can't be used in 'await' expression
2024-10-10 at 00:38:04 | ERROR | Error in main function: Cannot close a running event loop
2024-10-10 at 00:38:04 | ERROR | Error in execute_sql: object SingleAPIResponse[TypeVar] can't be used in 'await' expression
2024-10-10 at 00:39:16 | INFO | Checking for empty user directories to clean up.
2024-10-10 at 00:39:16 | INFO | Starting cleanup of unused media files.
2024-10-10 at 00:39:16 | ERROR | Error in execute_sql: object SingleAPIResponse[TypeVar] can't be used in 'await' expression
2024-10-10 at 00:39:18 | ERROR | Error in main function: Cannot close a running event loop
2024-10-10 at 00:39:18 | ERROR | Error in execute_sql: object SingleAPIResponse[TypeVar] can't be used in 'await' expression
